date_code,archive_url,file_name
202011,http://web.archive.org/web/20201112042049/https://store.steampowered.com/hwsurvey?platform=mac,20201112042049.txt
202012,,
202101,,
202102,http://web.archive.org/web/20210210081803/https://store.steampowered.com/hwsurvey?platform=mac,20210210081803.txt
202103,http://web.archive.org/web/20210330134003/https://store.steampowered.com/hwsurvey?platform=mac,20210330134003.txt
202104,http://web.archive.org/web/20210409205205/https://store.steampowered.com/hwsurvey?platform=mac,20210409205205.txt
202105,http://web.archive.org/web/20210511005319/https://store.steampowered.com/hwsurvey/?platform=mac,20210511005319.txt
202106,http://web.archive.org/web/20210628203611/https://store.steampowered.com/hwsurvey?platform=mac,20210628203611.txt
202107,http://web.archive.org/web/20210703153304/https://store.steampowered.com/hwsurvey/?platform=mac,20210703153304.txt
202108,,
202109,http://web.archive.org/web/20210904152439/https://store.steampowered.com/hwsurvey/?platform=mac,20210904152439.txt
202110,http://web.archive.org/web/20211007030228/https://store.steampowered.com/hwsurvey/?platform=mac,20211007030228.txt
202111,http://web.archive.org/web/20211121200026/https://store.steampowered.com/hwsurvey?platform=mac,20211121200026.txt
202112,http://web.archive.org/web/20211212120153/https://store.steampowered.com/hwsurvey?platform=mac,20211212120153.txt
